post_office_name,post_code,thana_upazila,district,division,phone_number,officer_in_charge,designation,source
Maharajganj,5226,Maharajganj,Dinajpur,Rangpur,N/A,N/A,N/A,Not Found
Daudpur,5281,Nababganj,Dinajpur,Rangpur,N/A,N/A,N/A,Not Found
Nababganj,5280,Nababganj,Dinajpur,Rangpur,N/A,N/A,N/A,Not Found
Gopalpur,5282,Nababganj,Dinajpur,Rangpur,N/A,N/A,N/A,Not Found
Ghoraghat,5291,Osmanpur,Dinajpur,Rangpur,N/A,N/A,N/A,Not Found
Osmanpur,5290,Osmanpur,Dinajpur,Rangpur,N/A,N/A,N/A,Not Found
Parbatipur,5250,Parbatipur,Dinajpur,Rangpur,N/A,N/A,N/A,Not Found
Phulbari,5260,Phulbari,Dinajpur,Rangpur,N/A,N/A,N/A,Not Found
Bonarpara,5750,Bonarpara,Gaibandha,Rangpur,N/A,N/A,N/A,Not Found
Setabganj,5216,Setabganj,Dinajpur,Rangpur,N/A,N/A,N/A,Not Found
saghata,5751,Bonarpara,Gaibandha,Rangpur,N/A,N/A,N/A,Not Found
Gaibandha Sadar,5700,Gaibandha Sadar,Gaibandha,Rangpur,N/A,N/A,N/A,Not Found
Mahimaganj,5741,Gobindaganj,Gaibandha,Rangpur,N/A,N/A,N/A,Not Found
Gobindhaganj,5740,Gobindaganj,Gaibandha,Rangpur,N/A,N/A,N/A,Not Found
Palashbari,5730,Palashbari,Gaibandha,Rangpur,N/A,N/A,N/A,Not Found
Bharatkhali,5761,Phulchhari,Gaibandha,Rangpur,N/A,N/A,N/A,Not Found
Phulchhari,5760,Phulchhari,Gaibandha,Rangpur,N/A,N/A,N/A,Not Found
Naldanga,5711,Saadullapur,Gaibandha,Rangpur,N/A,N/A,N/A,Not Found
Saadullapur,5710,Saadullapur,Gaibandha,Rangpur,N/A,N/A,N/A,Not Found
Sundarganj,5720,Sundarganj,Gaibandha,Rangpur,N/A,N/A,N/A,Not Found
Bamandanga,5721,Sundarganj,Gaibandha,Rangpur,N/A,N/A,N/A,Not Found
Bhurungamari,5670,Bhurungamari,Kurigram,Rangpur,N/A,N/A,N/A,Not Found
Jorgachh,5631,Chilmari,Kurigram,Rangpur,N/A,N/A,N/A,Not Found
Kurigram Sadar,5600,Kurigram Sadar,Kurigram,Rangpur,N/A,N/A,N/A,Not Found
Chilmari,5630,Chilmari,Kurigram,Rangpur,N/A,N/A,N/A,Not Found
Pandul,5601,Kurigram Sadar,Kurigram,Rangpur,N/A,N/A,N/A,Not Found
Phulbari,5680,Kurigram Sadar,Kurigram,Rangpur,N/A,N/A,N/A,Not Found
Nageshwar,5660,Nageshwar,Kurigram,Rangpur,N/A,N/A,N/A,Not Found
Nazimkhan,5611,Rajarhat,Kurigram,Rangpur,N/A,N/A,N/A,Not Found
Rajarhat,5610,Rajarhat,Kurigram,Rangpur,N/A,N/A,N/A,Not Found
Roumari,5640,Roumari,Kurigram,Rangpur,N/A,N/A,N/A,Not Found
Rajibpur,5650,Rajibpur,Kurigram,Rangpur,N/A,N/A,N/A,Not Found
Bazarhat,5621,Ulipur,Kurigram,Rangpur,N/A,N/A,N/A,Not Found
Aditmari,5510,Aditmari,Lalmonirhat,Rangpur,N/A,N/A,N/A,Not Found
Ulipur,5620,Ulipur,Kurigram,Rangpur,N/A,N/A,N/A,Not Found
Hatibandha,5530,Hatibandha,Lalmonirhat,Rangpur,N/A,N/A,N/A,Not Found
Kulaghat SO,5502,Lalmonirhat Sadar,Lalmonirhat,Rangpur,N/A,N/A,N/A,Not Found
Moghalhat,5501,Lalmonirhat Sadar,Lalmonirhat,Rangpur,N/A,N/A,N/A,Not Found
Lalmonirhat Sadar,5500,Lalmonirhat Sadar,Lalmonirhat,Rangpur,N/A,N/A,N/A,Not Found
Baura,5541,Patgram,Lalmonirhat,Rangpur,N/A,N/A,N/A,Not Found
Burimari,5542,Patgram,Lalmonirhat,Rangpur,N/A,N/A,N/A,Not Found
Tushbhandar,5520,Tushbhandar,Lalmonirhat,Rangpur,N/A,N/A,N/A,Not Found
Patgram,5540,Patgram,Lalmonirhat,Rangpur,N/A,N/A,N/A,Not Found
Ghaga Kharibari,5351,Dimla,Nilphamari,Rangpur,N/A,N/A,N/A,Not Found
Dimla,5350,Dimla,Nilphamari,Rangpur,N/A,N/A,N/A,Not Found
Chilahati,5341,Domar,Nilphamari,Rangpur,N/A,N/A,N/A,Not Found
Domar,5340,Domar,Nilphamari,Rangpur,N/A,N/A,N/A,Not Found
Jaldhaka,5330,Jaldhaka,Nilphamari,Rangpur,N/A,N/A,N/A,Not Found
Kishoriganj,5320,Kishoriganj,Nilphamari,Rangpur,N/A,N/A,N/A,Not Found
Nilphamari Sadar,5300,Nilphamari Sadar,Nilphamari,Rangpur,N/A,N/A,N/A,Not Found
Nilphamari Sugar Mil,5301,Nilphamari Sadar,Nilphamari,Rangpur,N/A,N/A,N/A,Not Found
Syedpur,5310,Syedpur,Nilphamari,Rangpur,N/A,N/A,N/A,Not Found
Syedpur Upashahar,5311,Syedpur,Nilphamari,Rangpur,N/A,N/A,N/A,Not Found
Boda,5010,Boda,Panchagarh,Rangpur,N/A,N/A,N/A,Not Found
Chotto Dab,5040,Chotto Dab,Panchagarh,Rangpur,N/A,N/A,N/A,Not Found
Mirjapur,5041,Chotto Dab,Panchagarh,Rangpur,N/A,N/A,N/A,Not Found
Panchagar Sadar,5000,Panchagra Sadar,Panchagarh,Rangpur,N/A,N/A,N/A,Not Found
Dabiganj,5020,Dabiganj,Panchagarh,Rangpur,N/A,N/A,N/A,Not Found
Tetulia,5030,Tetulia,Panchagarh,Rangpur,N/A,N/A,N/A,Not Found
Badarganj,5430,Badarganj,Rangpur,Rangpur,N/A,N/A,N/A,Not Found
Gangachara,5410,Gangachara,Rangpur,Rangpur,N/A,N/A,N/A,Not Found
Shyampur,5431,Badarganj,Rangpur,Rangpur,N/A,N/A,N/A,Not Found
Haragachh,5441,Kaunia,Rangpur,Rangpur,N/A,N/A,N/A,Not Found
Kaunia,5440,Kaunia,Rangpur,Rangpur,N/A,N/A,N/A,Not Found
Mithapukur,5460,Mithapukur,Rangpur,Rangpur,N/A,N/A,N/A,Not Found
Pirgachha,5450,Pirgachha,Rangpur,Rangpur,N/A,N/A,N/A,Not Found
Alamnagar,5402,Rangpur Sadar,Rangpur,Rangpur,N/A,N/A,N/A,Not Found
Mahiganj,5403,Rangpur Sadar,Rangpur,Rangpur,N/A,N/A,N/A,Not Found
Rangpur Cadet Colleg,5404,Rangpur Sadar,Rangpur,Rangpur,N/A,N/A,N/A,Not Found
Rangpur Carmiecal Col,5405,Rangpur Sadar,Rangpur,Rangpur,N/A,N/A,N/A,Not Found
Rangpur Sadar,5400,Rangpur Sadar,Rangpur,Rangpur,N/A,N/A,N/A,Not Found
Rangpur Upa-Shahar,5401,Rangpur Sadar,Rangpur,Rangpur,N/A,N/A,N/A,Not Found
Taraganj,5420,Taraganj,Rangpur,Rangpur,N/A,N/A,N/A,Not Found
Baliadangi,5140,Baliadangi,Thakurgaon,Rangpur,N/A,N/A,N/A,Not Found
Lahiri,5141,Baliadangi,Thakurgaon,Rangpur,N/A,N/A,N/A,Not Found
Jibanpur,5130,Jibanpur,Thakurgaon,Rangpur,N/A,N/A,N/A,Not Found
Pirganj,5110,Pirganj,Thakurgaon,Rangpur,N/A,N/A,N/A,Not Found
Pirganj,5470,Pirganj,Thakurgaon,Rangpur,N/A,N/A,N/A,Not Found
Rani Sankail,5120,Rani Sankail,Thakurgaon,Rangpur,N/A,N/A,N/A,Not Found
Ruhia,5103,Thakurgaon Sadar,Thakurgaon,Rangpur,N/A,N/A,N/A,Not Found
Nekmarad,5121,Rani Sankail,Thakurgaon,Rangpur,N/A,N/A,N/A,Not Found
Shibganj,5102,Thakurgaon Sadar,Thakurgaon,Rangpur,N/A,N/A,N/A,Not Found
Thakurgaon Road,5101,Thakurgaon Sadar,Thakurgaon,Rangpur,N/A,N/A,N/A,Not Found
Azmireeganj,3360,Azmireeganj,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Thakurgaon Sadar,5100,Thakurgaon Sadar,Thakurgaon,Rangpur,N/A,N/A,N/A,Not Found
Bahubal,3310,Bahubal,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Baniachang,3350,Baniachang,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Jatrapasha,3351,Baniachang,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Kadirganj,3352,Baniachang,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Chandpurbagan,3321,Chunarughat,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Chunarughat,3320,Chunarughat,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Narapati,3322,Chunarughat,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Gopaya,3302,Hobiganj Sadar,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Hobiganj Sadar,3300,Hobiganj Sadar,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Shaestaganj,3301,Hobiganj Sadar,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Kalauk,3340,Kalauk,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Lakhai,3341,Kalauk,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Itakhola,3331,Madhabpur,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Saihamnagar,3333,Madhabpur,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Madhabpur,3330,Madhabpur,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Digalbak,3373,Nabiganj,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Shahajibazar,3332,Madhabpur,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Golduba,3372,Nabiganj,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Goplarbazar,3371,Nabiganj,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Inathganj,3374,Nabiganj,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Nabiganj,3370,Nabiganj,Hobiganj,Sylhet,N/A,N/A,N/A,Not Found
Baralekha,3250,Baralekha,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Dhakkhinbag,3252,Baralekha,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Juri,3251,Baralekha,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Purbashahabajpur,3253,Baralekha,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Kamalganj,3220,Kamalganj,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Keramatnaga,3221,Kamalganj,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Patrakhola,3222,Kamalganj,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Munshibazar,3224,Kamalganj,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Shamsher Nagar,3223,Kamalganj,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Baramchal,3237,Kulaura,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Kajaldhara,3234,Kulaura,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Karimpur,3235,Kulaura,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Kulaura,3230,Kulaura,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Langla,3232,Kulaura,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Prithimpasha,3233,Kulaura,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Tillagaon,3231,Kulaura,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Afrozganj,3203,Moulvibazar Sadar,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Barakapan,3201,Moulvibazar Sadar,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Monumukh,3202,Moulvibazar Sadar,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Moulvibazar Sadar,3200,Moulvibazar Sadar,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Rajnagar,3240,Rajnagar,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Kalighat,3212,Srimangal,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Narain Chora,3211,Srimangal,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Khejurichhara,3213,Srimangal,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Satgaon,3214,Srimangal,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Srimangal,3210,Srimangal,Moulvibazar,Sylhet,N/A,N/A,N/A,Not Found
Chhatak,3080,Chhatak,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Bishamsapur,3010,Bishamsarpur,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Chhatak Cement Facto,3081,Chhatak,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Chhatak Paper Mills,3082,Chhatak,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Gabindaganj,3083,Chhatak,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Chourangi Bazar,3893,Chhatak,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Gabindaganj Natun Ba,3084,Chhatak,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Islamabad,3088,Chhatak,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
jahidpur,3087,Chhatak,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Khurma,3085,Chhatak,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Dhirai Chandpur,3040,Dhirai Chandpur,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Moinpur,3086,Chhatak,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Jagdal,3041,Dhirai Chandpur,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Duara bazar,3070,Duara bazar,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Atuajan,3062,Jagnnathpur,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Ghungiar,3050,Ghungiar,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Hasan Fatemapur,3063,Jagnnathpur,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Rasulganj,3064,Jagnnathpur,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Jagnnathpur,3060,Jagnnathpur,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Shiramsi,3065,Jagnnathpur,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Syedpur,3061,Jagnnathpur,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Sachna,3020,Sachna,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Pagla,3001,Sunamganj Sadar,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Patharia,3002,Sunamganj Sadar,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Sunamganj Sadar,3000,Sunamganj Sadar,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Tahirpur,3030,Tahirpur,Sunamganj,Sylhet,N/A,N/A,N/A,Not Found
Balaganj,3120,Balaganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Begumpur,3125,Balaganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Brahman Shashon,3122,Balaganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Gaharpur,3128,Balaganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Karua,3121,Balaganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Kathal Khair,3127,Balaganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Natun Bazar,3129,Balaganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Goala Bazar,3124,Balaganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Omarpur,3126,Balaganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Tajpur,3123,Balaganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Bianibazar,3170,Bianibazar,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Churkai,3175,Bianibazar,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
jaldup,3171,Bianibazar,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Kurar bazar,3173,Bianibazar,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Mathiura,3172,Bianibazar,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Salia bazar,3174,Bianibazar,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Dashghar,3131,Bishwanath,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Bishwanath,3130,Bishwanath,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Deokalas,3133,Bishwanath,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Doulathpur,3132,Bishwanath,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Fenchuganj SareKarkh,3117,Fenchuganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Singer kanch,3134,Bishwanath,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Fenchuganj,3116,Fenchuganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Chiknagul,3152,Goainhat,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Goainhat,3150,Goainhat,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
banigram,3164,Gopalganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Jaflong,3151,Goainhat,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Chandanpur,3165,Gopalganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Dhaka Dakkhin,3161,Gopalganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Dakkhin Bhadashore,3162,Gopalganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Gopalgannj,3160,Gopalganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Ranaping,3163,Gopalganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Jainthapur,3156,Jaintapur,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Jakiganj,3190,Jakiganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Ichhamati,3191,Jakiganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Chatulbazar,3181,Kanaighat,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Gachbari,3183,Kanaighat,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Kanaighat,3180,Kanaighat,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Manikganj,3182,Kanaighat,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Kompanyganj,3140,Kompanyganj,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Birahimpur,3106,Sylhet Sadar,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Jalalabad,3107,Sylhet Sadar,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Kadamtali,3111,Sylhet Sadar,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Jalalabad Cantoment,3104,Sylhet Sadar,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Kamalbazer,3112,Sylhet Sadar,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Khadimnagar,3103,Sylhet Sadar,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Lalbazar,3113,Sylhet Sadar,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Mogla,3108,Sylhet Sadar,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Ranga Hajiganj,3109,Sylhet Sadar,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Shahajalal Science &,3114,Sylhet Sadar,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Silam,3105,Sylhet Sadar,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Sylhe Sadar,3100,Sylhet Sadar,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Sylhet Biman Bondar,3102,Sylhet Sadar,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
Sylhet Cadet Col,3101,Sylhet Sadar,Sylhet,Sylhet,N/A,N/A,N/A,Not Found
